word,category,difficulty,hint
esoteric rules,Hobbies,hard,
virtual esports,Hobbies,hard,
game balancing,Hobbies,hard,
level editor,Hobbies,hard,
competitive ladder,Hobbies,hard,
game patch notes,Hobbies,hard,
nonlinear gameplay,Hobbies,hard,
algorithmic puzzle,Hobbies,hard,
baking,Hobbies,easy,
cooking,Hobbies,easy,
grilling,Hobbies,easy,
frying,Hobbies,easy,
boiling,Hobbies,easy,
steaming,Hobbies,easy,
roasting,Hobbies,easy,
stir-frying,Hobbies,easy,
sauteing,Hobbies,easy,
mixing,Hobbies,easy,
chopping,Hobbies,easy,
breading,Hobbies,easy,
spicing,Hobbies,easy,
seasoning,Hobbies,easy,
marinating,Hobbies,easy,
simmering,Hobbies,easy,
toasting,Hobbies,easy,
blending,Hobbies,easy,
kneading,Hobbies,easy,
slicing,Hobbies,easy,
peeling,Hobbies,easy,
whisking,Hobbies,easy,
basting,Hobbies,easy,
plating,Hobbies,easy,
baking cookies,Hobbies,easy,
cake decorating,Hobbies,easy,
pie making,Hobbies,easy,
salad tossing,Hobbies,easy,
smoothie making,Hobbies,easy,
cookie baking,Hobbies,easy,
grill marks,Hobbies,easy,
oven mitts,Hobbies,easy,
cutting board,Hobbies,easy,
sourdough bread,Hobbies,medium,
pastry chef,Hobbies,medium,
culinary herbs,Hobbies,medium,
stir-fry wok,Hobbies,medium,
sauce simmering,Hobbies,medium,
slow cooker,Hobbies,medium,
pressure cooking,Hobbies,medium,
french cuisine,Hobbies,medium,
italian pasta,Hobbies,medium,
mexican salsa,Hobbies,medium,
japanese sushi,Hobbies,medium,
thai curry,Hobbies,medium,
baking oven,Hobbies,medium,
recipe creation,Hobbies,medium,
gourmet plating,Hobbies,medium,
baking pastry,Hobbies,medium,
convection oven,Hobbies,medium,
grill thermometer,Hobbies,medium,
kitchen scale,Hobbies,medium,
meat tenderizer,Hobbies,medium,
spice rack,Hobbies,medium,
roasting pan,Hobbies,medium,
cast iron skillet,Hobbies,medium,
culinary knife,Hobbies,medium,
food processor,Hobbies,medium,
blender technique,Hobbies,medium,
souffle dish,Hobbies,medium,
bread proofing,Hobbies,medium,
frosting technique,Hobbies,medium,
baking sheet,Hobbies,medium,
dough rising,Hobbies,medium,
culinary school,Hobbies,medium,
mixology,Hobbies,medium,
gas stove,Hobbies,medium,
electric oven,Hobbies,medium,
cooking thermometer,Hobbies,medium,
kitchen timer,Hobbies,medium,
julienne cutting,Hobbies,medium,
basting brush,Hobbies,medium,
french pastry,Hobbies,medium,
sous vide,Hobbies,medium,
pastry bag,Hobbies,medium,
griddle,Hobbies,medium,
stovetop simmer,Hobbies,medium,
recipe book,Hobbies,medium,
baking contest,Hobbies,medium,
food presentation,Hobbies,medium,
culinary arts,Hobbies,medium,
dinner party,Hobbies,medium,
garnishing,Hobbies,medium,
herb garden,Hobbies,medium,
spice blend,Hobbies,medium,
recipe testing,Hobbies,medium,
baking competition,Hobbies,medium,
ingredient sourcing,Hobbies,medium,
sauce reduction,Hobbies,medium,
flambe technique,Hobbies,medium,
kitchen brigade,Hobbies,medium,
gourmet burger,Hobbies,medium,
smoked meat,Hobbies,medium,
stew cooking,Hobbies,medium,
pastry crust,Hobbies,medium,
meat carving,Hobbies,medium,
culinary demo,Hobbies,medium,
chef knife,Hobbies,medium,
eggnog making,Hobbies,medium,
batter mixing,Hobbies,medium,
molecular gastronomy,Hobbies,hard,
spherification,Hobbies,hard,
emulsification,Hobbies,hard,
confit cooking,Hobbies,hard,
deglazing,Hobbies,hard,
julienne technique,Hobbies,hard,
bouillabaisse,Hobbies,hard,
umami extraction,Hobbies,hard,
gastrique reduction,Hobbies,hard,
caviar preparation,Hobbies,hard,
ravioli folding,Hobbies,hard,
piquant seasoning,Hobbies,hard,
mirepoix chopping,Hobbies,hard,
tempering chocolate,Hobbies,hard,
bain-marie,Hobbies,hard,
prosciutto slicing,Hobbies,hard,
sous-vide precision,Hobbies,hard,
patisserie art,Hobbies,hard,
smoked infusion,Hobbies,hard,
pastry laminating,Hobbies,hard,
brunoise cutting,Hobbies,hard,
en papillote,Hobbies,hard,
reduction sauce,Hobbies,hard,
forcemeat blending,Hobbies,hard,
duxelles preparation,Hobbies,hard,
gastronomic plating,Hobbies,hard,
r??moulade dressing,Hobbies,hard,
cr??me br?Øl??e,Hobbies,hard,
crostini topping,Hobbies,hard,
convection baking,Hobbies,hard,
fermentation process,Hobbies,hard,
zest extraction,Hobbies,hard,
piping technique,Hobbies,hard,
painting room,Hobbies,easy,
planting garden,Hobbies,easy,
assembling furniture,Hobbies,easy,
hanging pictures,Hobbies,easy,
fixing shelf,Hobbies,easy,
building birdhouse,Hobbies,easy,
sewing,Hobbies,easy,
knitting scarf,Hobbies,easy,
crafting,Hobbies,easy,
woodworking,Hobbies,easy,
gardening,Hobbies,easy,
decorating,Hobbies,easy,
upcycling,Hobbies,easy,
stenciling,Hobbies,easy,
scrapbooking,Hobbies,easy,
recycling craft,Hobbies,easy,
mending clothes,Hobbies,easy,
sewing button,Hobbies,easy,
polishing wood,Hobbies,easy,
assembling toy,Hobbies,easy,
refinishing,Hobbies,easy,
taping,Hobbies,easy,
sanding,Hobbies,easy,
drilling,Hobbies,easy,
nailing,Hobbies,easy,
screwing,Hobbies,easy,
gluing,Hobbies,easy,
fixing leak,Hobbies,easy,
organizing,Hobbies,easy,
decluttering,Hobbies,easy,
craft fair,Hobbies,easy,
diy kit,Hobbies,easy,
shelf building,Hobbies,easy,
power drilling,Hobbies,medium,
tile installing,Hobbies,medium,
cabinet refinishing,Hobbies,medium,
furniture upcycling,Hobbies,medium,
home remodeling,Hobbies,medium,
wallpapering,Hobbies,medium,
floor staining,Hobbies,medium,
plumbing repair,Hobbies,medium,
electrical wiring,Hobbies,medium,
window sealing,Hobbies,medium,
drywall hanging,Hobbies,medium,
fence building,Hobbies,medium,
deck construction,Hobbies,medium,
garden landscaping,Hobbies,medium,
curtain sewing,Hobbies,medium,
masonry work,Hobbies,medium,
cabinet installation,Hobbies,medium,
home insulation,Hobbies,medium,
room repainting,Hobbies,medium,
custom shelving,Hobbies,medium,
power sanding,Hobbies,medium,
door hanging,Hobbies,medium,
tiling backsplash,Hobbies,medium,
floor tiling,Hobbies,medium,
garage organization,Hobbies,medium,
DIY insulation,Hobbies,medium,
attic cleaning,Hobbies,medium,
porch renovation,Hobbies,medium,
insulation installation,Hobbies,medium,
plaster repair,Hobbies,medium,
ceiling fan install,Hobbies,medium,
tile cutting,Hobbies,medium,
fixture mounting,Hobbies,medium,
wood stain application,Hobbies,medium,
garage makeover,Hobbies,medium,
tool organization,Hobbies,medium,
leak detection,Hobbies,medium,
cabinet painting,Hobbies,medium,
pest proofing,Hobbies,medium,
light fixture install,Hobbies,medium,
cabinet hardware,Hobbies,medium,
crown molding,Hobbies,medium,
interior design,Hobbies,medium,
backyard patio,Hobbies,medium,
foundation repair,Hobbies,medium,
furniture refinishing,Hobbies,medium,
home extension,Hobbies,medium,
door replacement,Hobbies,medium,
curtain rod mounting,Hobbies,medium,
smart home setup,Hobbies,medium,
eco remodeling,Hobbies,medium,
attic insulation,Hobbies,medium,
plumbing fixture,Hobbies,medium,
tile grout,Hobbies,medium,
countertop install,Hobbies,medium,
floor plan,Hobbies,medium,
skylight installation,Hobbies,medium,
window treatment,Hobbies,medium,
recycling project,Hobbies,medium,
DIY blueprint,Hobbies,medium,
power tool safety,Hobbies,medium,
eco-friendly upgrade,Hobbies,medium,
home staging,Hobbies,medium,
garage storage,Hobbies,medium,
basement finishing,Hobbies,medium,
furniture assembly,Hobbies,medium,
home renovation,Hobbies,medium,
retrofit engineering,Hobbies,hard,
geothermal installation,Hobbies,hard,
passive solar design,Hobbies,hard,
structural retrofitting,Hobbies,hard,
LEED certification,Hobbies,hard,
sustainable architecture,Hobbies,hard,
modular construction,Hobbies,hard,
hydronic heating,Hobbies,hard,
reclaimed woodwork,Hobbies,hard,
industrial design,Hobbies,hard,
acoustic paneling,Hobbies,hard,
load-bearing analysis,Hobbies,hard,
exterior rendering,Hobbies,hard,
thermal insulation,Hobbies,hard,
crown molding design,Hobbies,hard,
urban farming setup,Hobbies,hard,
space optimization,Hobbies,hard,
blueprint drafting,Hobbies,hard,
precision carpentry,Hobbies,hard,
masonry restoration,Hobbies,hard,
green remodeling,Hobbies,hard,
custom millwork,Hobbies,hard,
architectural salvage,Hobbies,hard,
structural engineering,Hobbies,hard,
energy efficiency,Hobbies,hard,
composite decking,Hobbies,hard,
CAD drafting,Hobbies,hard,
home automation,Hobbies,hard,
furniture design,Hobbies,hard,
historic restoration,Hobbies,hard,
soldering technique,Hobbies,hard,
reinforced concrete,Hobbies,hard,
exterior insulation,Hobbies,hard,
stamp collecting,Hobbies,easy,
coin collecting,Hobbies,easy,
card collecting,Hobbies,easy,
antique shopping,Hobbies,easy,
vinyl records,Hobbies,easy,
comic books,Hobbies,easy,
toy collecting,Hobbies,easy,
souvenir hunting,Hobbies,easy,
magnet collecting,Hobbies,easy,
postcard collection,Hobbies,easy,
trading cards,Hobbies,easy,
figurine collecting,Hobbies,easy,
pebble collecting,Hobbies,easy,
antique vase,Hobbies,easy,
old books,Hobbies,easy,
rare coins,Hobbies,easy,
vintage toys,Hobbies,easy,
curio cabinet,Hobbies,easy,
fossil collecting,Hobbies,easy,
estate sale,Hobbies,easy,
classic jewelry,Hobbies,easy,
ephemera,Hobbies,easy,
model trains,Hobbies,easy,
art prints,Hobbies,easy,
comic art,Hobbies,easy,
vinyl collection,Hobbies,easy,
collectible stamps,Hobbies,easy,
antique lamp,Hobbies,easy,
retro radios,Hobbies,easy,
vintage postcards,Hobbies,easy,
old photographs,Hobbies,easy,
antique furniture,Hobbies,easy,
curiosity shop,Hobbies,easy,
numismatics,Hobbies,medium,
philately,Hobbies,medium,
antique appraisal,Hobbies,medium,
vintage collectibles,Hobbies,medium,
memorabilia hunting,Hobbies,medium,
estate auction,Hobbies,medium,
classic automobiles,Hobbies,medium,
vinyl record store,Hobbies,medium,
comic con,Hobbies,medium,
antique dealer,Hobbies,medium,
antique restoration,Hobbies,medium,
curated collection,Hobbies,medium,
collectible figurines,Hobbies,medium,
limited edition,Hobbies,medium,
vintage poster,Hobbies,medium,
retro game console,Hobbies,medium,
antique clock,Hobbies,medium,
period furniture,Hobbies,medium,
antique silverware,Hobbies,medium,
collectible toys,Hobbies,medium,
collector's item,Hobbies,medium,
auction bidding,Hobbies,medium,
historical artifacts,Hobbies,medium,
vintage jewelry,Hobbies,medium,
collectible cards,Hobbies,medium,
retro memorabilia,Hobbies,medium,
antique mirror,Hobbies,medium,
estate collection,Hobbies,medium,
vintage camera,Hobbies,medium,
classic art,Hobbies,medium,
collector car,Hobbies,medium,
antique map,Hobbies,medium,
vintage advertisement,Hobbies,medium,
handcrafted model,Hobbies,medium,
historic document,Hobbies,medium,
rare book,Hobbies,medium,
vintage clothing,Hobbies,medium,
collectible spoon,Hobbies,medium,
old postcards,Hobbies,medium,
rare comic,Hobbies,medium,
antique vase restoration,Hobbies,medium,
vintage magazine,Hobbies,medium,
collectible medal,Hobbies,medium,
retro bicycle,Hobbies,medium,
antique typewriter,Hobbies,medium,
vintage suitcase,Hobbies,medium,
historic jewelry,Hobbies,medium,
relic hunting,Hobbies,medium,
classic radio,Hobbies,medium,
curated antiques,Hobbies,medium,
ephemera collection,Hobbies,medium,
antique tin,Hobbies,medium,
vintage wallpaper,Hobbies,medium,
historic coin,Hobbies,medium,
collectible stamp album,Hobbies,medium,
antique brass,Hobbies,medium,
vintage watch,Hobbies,medium,
classic collection,Hobbies,medium,
retro camera,Hobbies,medium,
antique sculpture,Hobbies,medium,
vintage poster art,Hobbies,medium,
collectible doll,Hobbies,medium,
estate jewelry,Hobbies,medium,
vintage signage,Hobbies,medium,
curated memorabilia,Hobbies,medium,
antique bookbinding,Hobbies,medium,
vintage decor,Hobbies,medium,
provenance research,Hobbies,hard,
forensic authentication,Hobbies,hard,
restoration expertise,Hobbies,hard,
curatorial analysis,Hobbies,hard,
rare manuscript,Hobbies,hard,
antique provenance,Hobbies,hard,
archival preservation,Hobbies,hard,
limited edition print,Hobbies,hard,
philatelic rarity,Hobbies,hard,
numismatic valuation,Hobbies,hard,
vintage patina,Hobbies,hard,
relic authentication,Hobbies,hard,
period restoration,Hobbies,hard,
historical conservation,Hobbies,hard,
antiquarianism,Hobbies,hard,
provenance documentation,Hobbies,hard,
collectors symposium,Hobbies,hard,
curated exhibition,Hobbies,hard,
vintage ephemera,Hobbies,hard,
restoration conservator,Hobbies,hard,
handcrafted rarity,Hobbies,hard,
collectible autographs,Hobbies,hard,
art deco collectible,Hobbies,hard,
vintage reliquary,Hobbies,hard,
retro restoration,Hobbies,hard,
auction catalog,Hobbies,hard,
historical curatorship,Hobbies,hard,
antique restoration,Hobbies,hard,
provenance verification,Hobbies,hard,
vintage appraisal,Hobbies,hard,
authenticity review,Hobbies,hard,
historic revaluation,Hobbies,hard,
curation methodology,Hobbies,hard,
reading,Hobbies,easy,
writing,Hobbies,easy,
poetry,Hobbies,easy,
journaling,Hobbies,easy,
novel,Hobbies,easy,
short story,Hobbies,easy,
blogging,Hobbies,easy,
comic writing,Hobbies,easy,
fan fiction,Hobbies,easy,
diary,Hobbies,easy,
scriptwriting,Hobbies,easy,
book club,Hobbies,easy,
essay,Hobbies,easy,
letter writing,Hobbies,easy,
storytelling,Hobbies,easy,
prose,Hobbies,easy,
fiction,Hobbies,easy,
nonfiction,Hobbies,easy,
rhyme,Hobbies,easy,
verse,Hobbies,easy,
haiku,Hobbies,easy,
sonnet,Hobbies,easy,
drama,Hobbies,easy,
memoir,Hobbies,easy,
blog post,Hobbies,easy,
news article,Hobbies,easy,
playwriting,Hobbies,easy,
literary chat,Hobbies,easy,
story draft,Hobbies,easy,
narrative,Hobbies,easy,
penned verse,Hobbies,easy,
wordsmithing,Hobbies,easy,
manuscript,Hobbies,easy,
creative writing,Hobbies,medium,
literary analysis,Hobbies,medium,
character development,Hobbies,medium,
plot twist,Hobbies,medium,
writing prompt,Hobbies,medium,
screenplay writing,Hobbies,medium,
poetic meter,Hobbies,medium,
free verse,Hobbies,medium,
literary journal,Hobbies,medium,
biographical writing,Hobbies,medium,
historical fiction,Hobbies,medium,
writing workshop,Hobbies,medium,
story arc,Hobbies,medium,
epistolary novel,Hobbies,medium,
satirical piece,Hobbies,medium,
critical essay,Hobbies,medium,
literary magazine,Hobbies,medium,
dystopian fiction,Hobbies,medium,
mythical narrative,Hobbies,medium,
rhyme scheme,Hobbies,medium,
flash fiction,Hobbies,medium,
editing process,Hobbies,medium,
novella,Hobbies,medium,
drama script,Hobbies,medium,
play reading,Hobbies,medium,
lyrical prose,Hobbies,medium,
epic poem,Hobbies,medium,
narrative voice,Hobbies,medium,
character arc,Hobbies,medium,
confessional poetry,Hobbies,medium,
historical narrative,Hobbies,medium,
creative nonfiction,Hobbies,medium,
literary critique,Hobbies,medium,
fiction workshop,Hobbies,medium,
prose poetry,Hobbies,medium,
plot development,Hobbies,medium,
storyboarding,Hobbies,medium,
rhetorical device,Hobbies,medium,
thematic writing,Hobbies,medium,
literary dialogue,Hobbies,medium,
urban fiction,Hobbies,medium,
stream of consciousness,Hobbies,medium,
parody writing,Hobbies,medium,
memoir writing,Hobbies,medium,
satire sketch,Hobbies,medium,
fable creation,Hobbies,medium,
literary genre,Hobbies,medium,
narrative pacing,Hobbies,medium,
editing suite,Hobbies,medium,
character sketch,Hobbies,medium,
dialogue writing,Hobbies,medium,
writing retreat,Hobbies,medium,
literary festival,Hobbies,medium,
rhyme writing,Hobbies,medium,
historical essay,Hobbies,medium,
documentary script,Hobbies,medium,
plot outline,Hobbies,medium,
descriptive prose,Hobbies,medium,
journalistic writing,Hobbies,medium,
literary theory,Hobbies,medium,
poetic imagery,Hobbies,medium,
experimental fiction,Hobbies,medium,
pseudonym use,Hobbies,medium,
narrative fiction,Hobbies,medium,
story editing,Hobbies,medium,
literary award,Hobbies,medium,
creative prose,Hobbies,medium,
stream-of-consciousness,Hobbies,hard,
metafiction,Hobbies,hard,
postmodern narrative,Hobbies,hard,
ambiguity in prose,Hobbies,hard,
intertextuality,Hobbies,hard,
allusive writing,Hobbies,hard,
anachronistic style,Hobbies,hard,
epistolary structure,Hobbies,hard,
bildungsroman,Hobbies,hard,
nonlinear narrative,Hobbies,hard,
literary allegory,Hobbies,hard,
surreal storytelling,Hobbies,hard,
experimental literature,Hobbies,hard,
paradoxical theme,Hobbies,hard,
synaesthetic prose,Hobbies,hard,
dialectical narrative,Hobbies,hard,
symbolist poetry,Hobbies,hard,
hypertext fiction,Hobbies,hard,
metonymic reference,Hobbies,hard,
fragmented narrative,Hobbies,hard,
pastoral elegy,Hobbies,hard,
autofiction,Hobbies,hard,
metafictive device,Hobbies,hard,
poststructuralism,Hobbies,hard,
pseudo-narrative,Hobbies,hard,
polyphonic narrative,Hobbies,hard,
reductive storytelling,Hobbies,hard,
cyberpunk literature,Hobbies,hard,
streamlined prose,Hobbies,hard,
iconoclastic writing,Hobbies,hard,
deconstructive text,Hobbies,hard,
recursive narrative,Hobbies,hard,
transgressive fiction,Hobbies,hard,
planting,Hobbies,easy,
watering,Hobbies,easy,
weeding,Hobbies,easy,
seeding,Hobbies,easy,
pruning,Hobbies,easy,
mulching,Hobbies,easy,
harvesting,Hobbies,easy,
potting,Hobbies,easy,
composting,Hobbies,easy,
sprouting,Hobbies,easy,
gardening,Hobbies,easy,
raking,Hobbies,easy,
plant care,Hobbies,easy,
herb garden,Hobbies,easy,
flower bed,Hobbies,easy,
vegetable patch,Hobbies,easy,
blooming,Hobbies,easy,
growing,Hobbies,easy,
potted plant,Hobbies,easy,
garden fork,Hobbies,easy,
trowel,Hobbies,easy,
garden hose,Hobbies,easy,
soil mixing,Hobbies,easy,
seed sowing,Hobbies,easy,
yard work,Hobbies,easy,
lawn mowing,Hobbies,easy,
garden gloves,Hobbies,easy,
plant pot,Hobbies,easy,
gardening tools,Hobbies,easy,
garden weeder,Hobbies,easy,
plant potting,Hobbies,easy,
garden watering,Hobbies,easy,
landscaping,Hobbies,easy,
organic gardening,Hobbies,medium,
raised bed garden,Hobbies,medium,
hydroponic system,Hobbies,medium,
compost bin,Hobbies,medium,
pruning shears,Hobbies,medium,
fertilizer application,Hobbies,medium,
greenhouse gardening,Hobbies,medium,
succulent care,Hobbies,medium,
irrigation system,Hobbies,medium,
garden planning,Hobbies,medium,
landscape design,Hobbies,medium,
perennial planting,Hobbies,medium,
vegetable gardening,Hobbies,medium,
herb cultivation,Hobbies,medium,
propagation,Hobbies,medium,
seedling transplant,Hobbies,medium,
mulch spreading,Hobbies,medium,
garden maintenance,Hobbies,medium,
soil aeration,Hobbies,medium,
garden trellis,Hobbies,medium,
composting method,Hobbies,medium,
organic compost,Hobbies,medium,
pest control,Hobbies,medium,
garden edging,Hobbies,medium,
container gardening,Hobbies,medium,
fruit tree care,Hobbies,medium,
horticultural therapy,Hobbies,medium,
butterfly garden,Hobbies,medium,
flower pruning,Hobbies,medium,
garden irrigation,Hobbies,medium,
landscape lighting,Hobbies,medium,
soil testing,Hobbies,medium,
drip irrigation,Hobbies,medium,
garden layout,Hobbies,medium,
orchid care,Hobbies,medium,
garden bench,Hobbies,medium,
permaculture,Hobbies,medium,
garden pest management,Hobbies,medium,
seasonal planting,Hobbies,medium,
vegetable harvest,Hobbies,medium,
herb drying,Hobbies,medium,
plant propagation,Hobbies,medium,
garden fertilization,Hobbies,medium,
xeriscaping,Hobbies,medium,
garden scouting,Hobbies,medium,
succulent propagation,Hobbies,medium,
organic pest control,Hobbies,medium,
vertical gardening,Hobbies,medium,
flower bed design,Hobbies,medium,
tree pruning,Hobbies,medium,
garden cultivation,Hobbies,medium,
landscape maintenance,Hobbies,medium,
garden composting,Hobbies,medium,
soil enrichment,Hobbies,medium,
urban gardening,Hobbies,medium,
seed saving,Hobbies,medium,
garden weeding,Hobbies,medium,
plant rotation,Hobbies,medium,
garden irrigation system,Hobbies,medium,
compost tea,Hobbies,medium,
organic mulch,Hobbies,medium,
garden pathway,Hobbies,medium,
pruning techniques,Hobbies,medium,
soil moisture,Hobbies,medium,
garden sculpture,Hobbies,medium,
garden ornamentation,Hobbies,medium,
landscape architecture,Hobbies,medium,
xeriscaping design,Hobbies,hard,
perennial polyculture,Hobbies,hard,
vermicomposting,Hobbies,hard,
horticultural biodynamics,Hobbies,hard,
companion planting,Hobbies,hard,
aquaponics system,Hobbies,hard,
landscape architecture,Hobbies,hard,
organic hydroponics,Hobbies,hard,
soil bioremediation,Hobbies,hard,
crop rotation strategy,Hobbies,hard,
permacultural design,Hobbies,hard,
arboriculture,Hobbies,hard,
propagation techniques,Hobbies,hard,
botanical illustration,Hobbies,hard,
genetic hybridization,Hobbies,hard,
micropropagation,Hobbies,hard,
ecosystem restoration,Hobbies,hard,
plant grafting,Hobbies,hard,
edaphic conditions,Hobbies,hard,
aromatherapy gardening,Hobbies,hard,
soil pH balancing,Hobbies,hard,
horticultural engineering,Hobbies,hard,
tropical landscaping,Hobbies,hard,
botanical taxonomy,Hobbies,hard,
landscape sustainability,Hobbies,hard,
soil amendment,Hobbies,hard,
eco-friendly landscaping,Hobbies,hard,
vegetative propagation,Hobbies,hard,
drought-resistant planting,Hobbies,hard,
horticultural diagnostics,Hobbies,hard,
biodiversity gardening,Hobbies,hard,
agroecology,Hobbies,hard,
biointensive farming,Hobbies,hard,
photography,Hobbies,easy,
videography,Hobbies,easy,
snapshot,Hobbies,easy,
selfie,Hobbies,easy,
camera,Hobbies,easy,
tripod,Hobbies,easy,
lens,Hobbies,easy,
film camera,Hobbies,easy,
portrait photo,Hobbies,easy,
landscape photo,Hobbies,easy,
black and white,Hobbies,easy,
photo shoot,Hobbies,easy,
video shoot,Hobbies,easy,
snapshot moment,Hobbies,easy,
photo album,Hobbies,easy,
film roll,Hobbies,easy,
action shot,Hobbies,easy,
picture frame,Hobbies,easy,
photo editing,Hobbies,easy,
video editing,Hobbies,easy,
zoom lens,Hobbies,easy,
camera flash,Hobbies,easy,
photo booth,Hobbies,easy,
digital camera,Hobbies,easy,
mirrorless camera,Hobbies,easy,
photo frame,Hobbies,easy,
photo filter,Hobbies,easy,
vlog,Hobbies,easy,
cinematography,Hobbies,easy,
dslr,Hobbies,easy,
timelapse,Hobbies,easy,
macro photo,Hobbies,easy,
panorama,Hobbies,easy,
portrait photography,Hobbies,medium,
landscape videography,Hobbies,medium,
light meter,Hobbies,medium,
exposure setting,Hobbies,medium,
depth of field,Hobbies,medium,
shutter speed,Hobbies,medium,
aperture control,Hobbies,medium,
bokeh effect,Hobbies,medium,
photo composition,Hobbies,medium,
color grading,Hobbies,medium,
camera stabilization,Hobbies,medium,
slow motion video,Hobbies,medium,
drone photography,Hobbies,medium,
action videography,Hobbies,medium,
studio lighting,Hobbies,medium,
photojournalism,Hobbies,medium,
time lapse video,Hobbies,medium,
macro videography,Hobbies,medium,
image resolution,Hobbies,medium,
dslr camera,Hobbies,medium,
mirrorless photography,Hobbies,medium,
lens filter,Hobbies,medium,
video montage,Hobbies,medium,
film editing,Hobbies,medium,
cinema verite,Hobbies,medium,
camera operator,Hobbies,medium,
digital imaging,Hobbies,medium,
photo backup,Hobbies,medium,
light painting,Hobbies,medium,
high dynamic range,Hobbies,medium,
timelapse photography,Hobbies,medium,
video blogger,Hobbies,medium,
motion capture,Hobbies,medium,
scene composition,Hobbies,medium,
focus stacking,Hobbies,medium,
video stabilization,Hobbies,medium,
underwater photography,Hobbies,medium,
cinematic trailer,Hobbies,medium,
studio setup,Hobbies,medium,
color correction,Hobbies,medium,
fisheye lens,Hobbies,medium,
pan and tilt,Hobbies,medium,
exposure compensation,Hobbies,medium,
video codec,Hobbies,medium,
dynamic range,Hobbies,medium,
photo series,Hobbies,medium,
editing suite,Hobbies,medium,
photo retouching,Hobbies,medium,
zoom transition,Hobbies,medium,
portrait lens,Hobbies,medium,
photographic technique,Hobbies,medium,
slow shutter,Hobbies,medium,
dslr settings,Hobbies,medium,
frame rate,Hobbies,medium,
motion blur,Hobbies,medium,
digital slideshow,Hobbies,medium,
remote trigger,Hobbies,medium,
lens aperture,Hobbies,medium,
time exposure,Hobbies,medium,
studio backdrop,Hobbies,medium,
video production,Hobbies,medium,
lighting setup,Hobbies,medium,
scene lighting,Hobbies,medium,
white balance,Hobbies,medium,
image sensor,Hobbies,medium,
video frame,Hobbies,medium,
camera rig,Hobbies,medium,
bokeh rendering,Hobbies,hard,
anamorphic lens,Hobbies,hard,
exposure bracketing,Hobbies,hard,
sensor noise reduction,Hobbies,hard,
chromatic aberration,Hobbies,hard,
image stabilization,Hobbies,hard,
photogrammetry,Hobbies,hard,
high-speed photography,Hobbies,hard,
macro lensing,Hobbies,hard,
depth mapping,Hobbies,hard,
digital darkroom,Hobbies,hard,
astrophotography,Hobbies,hard,
HDR imaging,Hobbies,hard,
tilt-shift photography,Hobbies,hard,
infrared photography,Hobbies,hard,
light field camera,Hobbies,hard,
perspective correction,Hobbies,hard,
frequency separation,Hobbies,hard,
vectorization,Hobbies,hard,
tonal mapping,Hobbies,hard,
pixel peeping,Hobbies,hard,
diffraction grating,Hobbies,hard,
noise profiling,Hobbies,hard,
macro stacking,Hobbies,hard,
spherical panorama,Hobbies,hard,
dolly zoom,Hobbies,hard,
post-production,Hobbies,hard,
motion control,Hobbies,hard,
lens flare analysis,Hobbies,hard,
RAW processing,Hobbies,hard,
digital compositing,Hobbies,hard,
image metadata,Hobbies,hard,
sensor calibration,Hobbies,hard,
traveling,Hobbies,easy,
sightseeing,Hobbies,easy,
camping,Hobbies,easy,
road trip,Hobbies,easy,
picnic,Hobbies,easy,
hiking trip,Hobbies,easy,
city tour,Hobbies,easy,
museum visit,Hobbies,easy,
local market,Hobbies,easy,
beach day,Hobbies,easy,
train ride,Hobbies,easy,
bus tour,Hobbies,easy,
air travel,Hobbies,easy,
luggage,Hobbies,easy,
map reading,Hobbies,easy,
passport check,Hobbies,easy,
cultural fair,Hobbies,easy,
food tour,Hobbies,easy,
scenic drive,Hobbies,easy,
boat ride,Hobbies,easy,
national park,Hobbies,easy,
historic site,Hobbies,easy,
travel blog,Hobbies,easy,
city guide,Hobbies,easy,
local festival,Hobbies,easy,
travel photo,Hobbies,easy,
dining out,Hobbies,easy,
self-guided tour,Hobbies,easy,
scenic overlook,Hobbies,easy,
souvenir shopping,Hobbies,easy,
travel itinerary,Hobbies,easy,
vacation planning,Hobbies,easy,
trip planning,Hobbies,easy,
backpacking adventure,Hobbies,medium,
cultural immersion,Hobbies,medium,
language exchange,Hobbies,medium,
guided expedition,Hobbies,medium,
travel photography,Hobbies,medium,
culinary tour,Hobbies,medium,
historic landmark,Hobbies,medium,
world heritage,Hobbies,medium,
travel documentary,Hobbies,medium,
city hopping,Hobbies,medium,
budget travel,Hobbies,medium,
solo travel,Hobbies,medium,
luxury cruise,Hobbies,medium,
local cuisine,Hobbies,medium,
cultural festival,Hobbies,medium,
eco tourism,Hobbies,medium,
railway journey,Hobbies,medium,
roadside diner,Hobbies,medium,
city exploration,Hobbies,medium,
heritage trail,Hobbies,medium,
travel itinerary planning,Hobbies,medium,
cross-country drive,Hobbies,medium,
culinary exploration,Hobbies,medium,
scenic railway,Hobbies,medium,
historic neighborhood,Hobbies,medium,
adventure travel,Hobbies,medium,
volunteer travel,Hobbies,medium,
travel vlogging,Hobbies,medium,
eco-friendly travel,Hobbies,medium,
island hopping,Hobbies,medium,
cultural exchange,Hobbies,medium,
tourist attraction,Hobbies,medium,
urban exploration,Hobbies,medium,
travel adventure,Hobbies,medium,
destination guide,Hobbies,medium,
heritage site,Hobbies,medium,
offbeat travel,Hobbies,medium,
travel planning,Hobbies,medium,
sustainable tourism,Hobbies,medium,
